SK_ID_CURR,TARGET
171202,0.011926839533698682
171203,0.018787705495933026
171204,0.019778767616160577
171205,0.019139367652084807
171206,0.015451220343979772
171207,0.013827639871839829
171208,0.013960838160172503
171209,0.019407237570712298
171210,0.02046912965571948
171211,0.01501376813534644
171212,0.011562246421750747
171213,0.023723055199710043
171214,0.014699504752104348
171215,0.012236282790027137
171216,0.02240734433674718
171217,0.008689115768878874
171218,0.01878288867842553
171219,0.011475853693179463
171220,0.018220762478110317
171221,0.013599304898837598
171222,0.006002702741491273
171223,0.00876438940797327
171224,0.018074372855443995
171225,0.2671652849100115
171226,0.013242395490357925
171227,0.014327180254053348
171228,0.02218303909476744
171229,0.007257990327838701
171230,0.018787705495933026
171231,0.016274013661027768
171232,0.018520261809494676
171233,0.00817170516058496
171234,0.011668124307879994
171235,0.01842960190516276
171236,0.01884172074905563
171237,0.017625718249217354
171238,0.01935214255487271
171239,0.02499334674982559
171240,0.015774104935621966
171241,0.012437098420856383
171242,0.00833461684305323
171243,0.009023726061682703
171244,0.020866608351678334
171245,0.021727278771431494
171246,0.01501377933001504
171247,0.016281980792596577
171248,0.017620819422391357
171249,0.01720452485537384
171250,0.014065171569800685
171251,0.013252943378530007
171252,0.017655067891787488
171253,0.023678982916777648
171254,0.008706758232628734
171255,0.018314783501051493
171256,0.2699023981974039
171257,0.009661388051374337
171258,0.0182005679394256
171259,0.01774119813816026
171260,0.00978199097023237
171261,0.012596968698620373
171262,0.011471788881255525
171263,0.018211547237647327
171264,0.0073481519984280865
171265,0.009213287718300144
171266,0.010379369697114206
171267,0.011971797663065043
171268,0.01851495638292169
171269,0.008140166191076523
171270,0.023064022002638195
171271,0.01120955146038963
171272,0.01608079263850486
171273,0.01843364620003559
171274,0.012222330389401088
171275,0.01324238878669519
171276,0.02076766968415568
171277,0.01983496705536216
171278,0.01961060101181598
171279,0.016614761594840717
171280,0.014629492106164316
171281,0.01186703596981772
171282,0.015892777921086267
171283,0.010546265266000217
171284,0.02024752696956062
171285,0.023165620422978973
171286,0.00890495109320677
171287,0.011004967163501495
171288,0.01665501233059144
171289,0.01822652606689629
171290,0.02290924688542175
171291,0.01608079263850486
171292,0.009940306312378258
171293,0.01198906162684991
171294,0.011375298410284758
171295,0.018714451919485224
171296,0.01224635650741051
171297,0.02099249876053763
171298,0.012923759818131056
171299,0.017015518921926556
171300,0.019079985421799055
171301,0.023009099604415956
171302,0.022030610589437703
171303,0.0182383369060165
171304,0.01842960190516276
171305,0.011308370807424016
171306,0.011782237821307624
171307,0.023491987209685504
171308,0.013863862456610884
171309,0.007850537143365205
171310,0.011216692105923255
171311,0.01820495804978975
171312,0.026101382441117343
171313,0.011934359785988485
171314,0.013095163792083586
171315,0.017431854565598162
171316,0.016531745157030972
171317,0.014177932880884921
171318,0.020938560000116575
171319,0.01741059923498186
171320,0.017075915973048174
171321,0.01122873076418745
171322,0.01553596140876248
171323,0.02762862243994188
171324,0.02153536674840644
171325,0.016286659440358845
171326,0.017277989194882794
171327,0.012948213315545408
171328,0.012722306858707776
171329,0.016528452513891772
171330,0.008179683308481032
171331,0.012863398217941786
171332,0.012750989464548354
171333,0.015795360963508566
171334,0.01607108422091833
171335,0.021239749252884778
171336,0.014816795301819879
171337,0.007567322170219479
171338,0.01605598958808905
171339,0.013683904761035582
171340,0.013122227847762952
171341,0.010726864604180463
171342,0.01625054751638954
171343,0.01686119037225313
171344,0.016229917333042874
171345,0.011712676868030479
171346,0.010531882238264945
171347,0.010316870036115623
171348,0.017940149374402498
171349,0.017620819618267163
171350,0.015983381896750946
171351,0.020686106200038402
171352,0.024129177285419037
171353,0.018410763735412002
171354,0.011130533465092456
171355,0.011268959198986565
171356,0.020668420996646206
171357,0.013855977194889232
171358,0.01928607343882266
171359,0.015561397552487241
171360,0.01683261684348171
171361,0.017855024332930403
171362,0.012639008936353547
171363,0.021586130986021447
171364,0.009017311247154445
171365,0.01699051116652283
171366,0.010297171358442509
171367,0.01891239378430828
171368,0.011422030617590645
171369,0.018362141784489833
171370,0.014323416157124616
171371,0.01704448049264532
171372,0.012696427733263991
171373,0.015777074873422905
171374,0.012709137545016253
171375,0.025044397782552436
171376,0.012365136392990868
171377,0.018007224608081948
171378,0.014016836245514544
171379,0.01615944223275312
171380,0.02003123149447706
171381,0.018749681811924858
171382,0.010411543514031257
171383,0.0077462253203367725
171384,0.008321704440113816
171385,0.26358944446369137
171386,0.019376563500792414
171387,0.0198820241924663
171388,0.009649213495356886
171389,0.017242377208266935
171390,0.014344449137414167
171391,0.0090563842237972
171392,0.008418244723852542
171393,0.02061085366572079
171394,0.016531745157030972
171395,0.022182440090458624
171396,0.011692828539797251
171397,0.020471580219348418
171398,0.0136637969479006
171399,0.01714707506916876
171400,0.01829322013147074
171401,0.016072543796411695
171402,0.01169474182656627
171403,0.016171324539298784
171404,0.01935394265846916
171405,0.015963071928669192
171406,0.012334202123311286
171407,0.008644303295778857
171408,0.0057242446997607995
171409,0.017098414615535733
171410,0.021576460659899325
171411,0.020035723360994455
171412,0.016222157387795033
171413,0.0098700272255306
171414,0.26762081942239135
171415,0.014542784598834879
171416,0.01785029256545886
171417,0.01960126035997034
171418,0.018674578209927413
171419,0.014222166917687937
171420,0.01801455917908432
171421,0.015996338562267873
171422,0.014230687149188442
171423,0.013679213163605517
171424,0.009662083317593766
171425,0.015371107484947287
171426,0.021163046671266658
171427,0.023462680529964888
171428,0.018720221595847047
171429,0.26489103934264296
171430,0.01697076825750639
171431,0.02193511845209167
171432,0.0077462253203367725
171433,0.018669346277760148
171434,0.02106943355561084
171435,0.014877289890676567
171436,0.017752159586992902
171437,0.010900176593259706
171438,0.012045708619797823
171439,0.020248982100703097
171440,0.020733711879909716
171441,0.2628098622257553
171442,0.014652167384489266
171443,0.009624813794153333
171444,0.03021774401844462
171445,0.011892695728669616
171446,0.01685805389898283
171447,0.01930557600882469
171448,0.019799719868611093
171449,0.009248434537242632
171450,0.03593218735833073
171451,0.020099581583142515
171452,0.021532914149195708
171453,0.02775190505913776
171454,0.02413721919349541
171455,0.0173421142550108
171456,0.0186319924500358
171457,0.016642656055310723
171458,0.016199597742030822
171459,0.01347787312439812
171460,0.019407237570712298
171461,0.01140898938008407
171462,0.01922121768277417
171463,0.018327480549477564
171464,0.010167040182679147
171465,0.016245971717328854
171466,0.015474686380316424
171467,0.013785928927321544
171468,0.008161717043262164
171469,0.016096096458059362
171470,0.006002702741491273
171471,0.019058633263677252
171472,0.005651390118618061
171473,0.019899600358628942
171474,0.017757025500850822
171475,0.019604824272077347
171476,0.019892281547166366
171477,0.030410324129369993
171478,0.01684921967838522
171479,0.019035320367873393
171480,0.01782339831566977
171481,0.018202243102995563
171482,0.011230212143967978
171483,0.0174491727838523
171484,0.015905510042905417
171485,0.02026731350765141
171486,0.014507862714083686
171487,0.009341868685849873
171488,0.018157373197056778
171489,0.017180295398035096
171490,0.009294062605765084
171491,0.014672554299104867
171492,0.01888523918535385
171493,0.01577506948557286
171494,0.013667621558507604
171495,0.01872199729575349
171496,0.010603187207332315
171497,0.01615944223275312
171498,0.019151011731786183
171499,0.011605960155838917
171500,0.017104093932219212
171501,0.01639815442193371
171502,0.017620819422391357
171503,0.012101634345454101
171504,0.016234357028129323
171505,0.0129831692536789
171506,0.013391780235156754
171507,0.012730649926961398
171508,0.0135824564223893
171509,0.022360513791319418
171510,0.015046260377129906
171511,0.017620819422391357
171512,0.02230353393701886
171513,0.010060122098208724
171514,0.017211639153390884
171515,0.012362710241266672
171516,0.010090017306681921
171517,0.01152589600628656
171518,0.017620819422391357
171519,0.017848706737810242
171520,0.018677809741500333
171521,0.01796367466458082
171522,0.02490373921689617
171523,0.012200842867494545
171524,0.022556574650300983
171525,0.018775482779111653
171526,0.015789821578669934
171527,0.011242398213615524
171528,0.013271227998944871
171529,0.020925642986401677
171530,0.013715492596880234
171531,0.01577376242133524
171532,0.018956566859130664
171533,0.01689188881224172
171534,0.015106535396808304
171535,0.017864542427920595
171536,0.015835785620146675
171537,0.017854049030310036
171538,0.031497445289182316
171539,0.008468395756071199
171540,0.01820495804978975
171541,0.020371417561046212
171542,0.02046912965571948
171543,0.012652377078626919
171544,0.015776411910357526
171545,0.015725971738209138
171546,0.018240586537892435
171547,0.011934838375404433
171548,0.016421872531262486
171549,0.013703456650410896
171550,0.007122058231219398
171551,0.01412430805144628
171552,0.012507595953242885
171553,0.010794878370966075
171554,0.02190928988090735
171555,0.024142400286680195
171556,0.011220540022555117
171557,0.01573355962557165
171558,0.01639495126644097
171559,0.012545492151544343
171560,0.009019665368523267
171561,0.01349936559576723
171562,0.016423874839481212
171563,0.0176159794688623
171564,0.2576646591992844
171565,0.01163158471613715
171566,0.011951557493475682
171567,0.006693316032379654
171568,0.011754992691838329
171569,0.01663172027410146
171570,0.01628854055918731
