SK_ID_CURR,TARGET
171202,0.013212945961353917
171203,0.018146519197121447
171204,0.02351111452688607
171205,0.26101337439875266
171206,0.26791715965360524
171207,0.263830471596565
171208,0.013916771030461914
171209,0.26873004459493627
171210,0.020811460676573402
171211,0.26848457941861387
171212,0.010822931478223718
171213,0.021052083820923596
171214,0.26834783305616666
171215,0.011635743267197051
171216,0.022001463256325845
171217,0.25788538148101303
171218,0.27063689530653573
171219,0.2621035120741024
171220,0.2715298392991985
171221,0.2636378205825825
171222,0.25585484119509816
171223,0.2565926668057162
171224,0.26962749237985384
171225,0.517161109668492
171226,0.01489643078568396
171227,0.01563172672315917
171228,0.01953867385581264
171229,0.007436894465789205
171230,0.27340312605845785
171231,0.01569088632239471
171232,0.013195780497981206
171233,0.2573912851569246
171234,0.012682985179118266
171235,0.018064448490153574
171236,0.2717360339498434
171237,0.26797921900804983
171238,0.018973692841289993
171239,0.2734539577241191
171240,0.26245212059135997
171241,0.2642900986202905
171242,0.00760266379672157
171243,0.008813511818325981
171244,0.019654574605448994
171245,0.27159853454519217
171246,0.015261175514037138
171247,0.01809924921061707
171248,0.017863024461889802
171249,0.01671724788402325
171250,0.014397502427896853
171251,0.2644384816479209
171252,0.26891762336821123
171253,0.019889132717867627
171254,0.008062055245902052
171255,0.26818705353293476
171256,0.5172363020033286
171257,0.2607553503695451
171258,0.014940666313000606
171259,0.021176621928925398
171260,0.2587187772532628
171261,0.26388379565000375
171262,0.2591508514077136
171263,0.2692344045789193
171264,0.0067461410296137635
171265,0.25831543925197625
171266,0.01113075672346108
171267,0.01401924100456635
171268,0.019663051226950074
171269,0.007589080672751826
171270,0.2834655979659152
171271,0.010748678504647124
171272,0.01790772461056917
171273,0.016778553597651985
171274,0.01368141392184718
171275,0.26356786588210973
171276,0.02027709667769647
171277,0.2715073537452433
171278,0.2667654254933959
171279,0.26153722183086514
171280,0.2640088944389884
171281,0.2614914373681433
171282,0.016255538550926027
171283,0.0076026235216877635
171284,0.022375604212361205
171285,0.024229047858024242
171286,0.2603365599761664
171287,0.2605886229896599
171288,0.2679881110378753
171289,0.2717752242022252
171290,0.2770062409809284
171291,0.01790772461056917
171292,0.010333697530546554
